"iso2","metro_area_name","year","month","is_hired_1mo_n_users_keywords_total","is_unemployed_n_users_keywords_total","job_offer_n_users_keywords_total","job_search_n_users_keywords_total","lost_job_1mo_n_users_keywords_total","is_hired_1mo_n_users_keywords_gender_male","is_hired_1mo_n_users_keywords_gender_female","is_unemployed_n_users_keywords_gender_male","is_unemployed_n_users_keywords_gender_female","job_offer_n_users_keywords_gender_male","job_offer_n_users_keywords_gender_female","job_search_n_users_keywords_gender_male","job_search_n_users_keywords_gender_female","lost_job_1mo_n_users_keywords_gender_male","lost_job_1mo_n_users_keywords_gender_female","is_hired_1mo_n_users_bert05_total","is_unemployed_n_users_bert05_total","job_offer_n_users_bert05_total","job_search_n_users_bert05_total","lost_job_1mo_n_users_bert05_total","is_hired_1mo_n_users_bert05_gender_male","is_hired_1mo_n_users_bert05_gender_female","is_unemployed_n_users_bert05_gender_male","is_unemployed_n_users_bert05_gender_female","job_offer_n_users_bert05_gender_male","job_offer_n_users_bert05_gender_female","job_search_n_users_bert05_gender_male","job_search_n_users_bert05_gender_female","lost_job_1mo_n_users_bert05_gender_male","lost_job_1mo_n_users_bert05_gender_female","is_hired_1mo_n_users_bert09_total","is_unemployed_n_users_bert09_total","job_offer_n_users_bert09_total","job_search_n_users_bert09_total","lost_job_1mo_n_users_bert09_total","is_hired_1mo_n_users_bert09_gender_male","is_hired_1mo_n_users_bert09_gender_female","is_unemployed_n_users_bert09_gender_male","is_unemployed_n_users_bert09_gender_female","job_offer_n_users_bert09_gender_male","job_offer_n_users_bert09_gender_female","job_search_n_users_bert09_gender_male","job_search_n_users_bert09_gender_female","lost_job_1mo_n_users_bert09_gender_male","lost_job_1mo_n_users_bert09_gender_female"
"MX","CDMX",2015,6,0.00391593786711917,0.0156637514684767,0.0195796893355959,0.0124004699125441,0.00195796893355959,0.00256003276841944,0,0.0230402949157749,0.0172622130157086,0.00256003276841944,0.0129466597617815,0.0179202293789361,0.0172622130157086,0.00256003276841944,0.00431555325392715,0.0450332854718705,0.273462994387156,0.253230648740373,0.0365487534264456,0.00587390680067876,0.0256003276841944,0.0302088727774901,0.36096462034714,0.677541860866563,0.120321540115713,0.15104436388745,0.0307203932210332,0.0474710857931987,0.00256003276841944,0.00431555325392715,0.0215376582691555,0.207544706957316,0.253230648740373,0,0,0.0179202293789361,0.0258933195235629,0.294403768368235,0.517866390471258,0.120321540115713,0.15104436388745,0,0,0,0
"MX","CDMX",2015,7,0.00384946043396251,0.00834049760691876,0.023096762603775,0.0173225719528313,0.00192473021698125,0.00252003427246611,0.00425531914893617,0.0151202056347966,0.0127659574468085,0.00252003427246611,0.0212765957446809,0.0176402399072627,0.0212765957446809,0.00504006854493221,0.00425531914893617,0.0564587530314501,0.124465887364788,0.394569694481157,0.0263046462987438,0.00384946043396251,0.047880651176856,0.0808510638297872,0.161282193437831,0.195744680851064,0.241923290156746,0.391489361702128,0.0302404112695933,0.0382978723404255,0.00756010281739832,0.00851063829787234,0.0314372602106938,0.0949533573710752,0.394569694481157,0,0,0.0252003427246611,0.0425531914893617,0.141121919258102,0.136170212765957,0.241923290156746,0.391489361702128,0,0,0,0
"MX","CDMX",2015,8,0.00326272790154392,0.00913563812432298,0.0176187306683372,0.0143560027667933,0.00326272790154392,0,0.0172302390695671,0.0181478792906772,0.00430755976739177,0.00259255418438245,0.0129226793021753,0.0103702167375298,0.0172302390695671,0.00518510836876491,0.00430755976739177,0.0711274682536575,0.116153113294964,0.244052047035485,0.0287120055335865,0.00587291022277906,0.057036192056414,0.0732285160456601,0.155553251062947,0.155072151626104,0.124442600850358,0.129226793021753,0.057036192056414,0.0258453586043506,0.00777766255314736,0.00861511953478354,0.0378476436579095,0.0691698315127312,0.244052047035485,0,0,0.0233329876594421,0.0344604781391342,0.0933319506377683,0.0818436355804437,0.124442600850358,0.129226793021753,0,0,0,0
"MX","CDMX",2015,9,0.00388294223476269,0.00711872743039826,0.0187675541346863,0.0135902978216694,0.00388294223476269,0.0025555186425085,0.0042762454564892,0.00511103728501699,0,0,0.0299337181954244,0.010222074570034,0.0085524909129784,0,0,0.0491839349736607,0.191558483581626,0.230387905929253,0.0265334386042117,0.00388294223476269,0.0511103728501699,0.0555911909343596,0.281107050675935,0.37630960017105,0.0945541897728144,0.128287363694676,0.0383327796376275,0.0342099636519136,0.00511103728501699,0,0.0265334386042117,0.110663853690737,0.230387905929253,0,0,0.0332217423526105,0.0342099636519136,0.15333111855051,0.218088518280949,0.0945541897728144,0.128287363694676,0,0,0,0
"MX","CDMX",2015,10,0.00325442438995815,0.00715973365790793,0.0162721219497907,0.0110650429258577,0.00390530926794978,0.002608990581544,0.0130213984981987,0.010435962326176,0.00434046616606624,0.010435962326176,0.00434046616606624,0.023480915233896,0.00868093233213247,0.007826971744632,0,0.0455619414594141,0.08786945852887,0.234969440954978,0.0234318556076987,0.00715973365790793,0.041743849304704,0.0824688571552585,0.09131467035404,0.151916315812318,0.101750632680216,0.117192586483788,0.023480915233896,0.0390641954945961,0.002608990581544,0.0173618646642649,0.0208283160957321,0.0611831785312132,0.234969440954978,0,0,0.023480915233896,0.0434046616606624,0.0652247645386,0.108511654151656,0.101750632680216,0.117192586483788,0,0,0,0
"MX","CDMX",2015,11,0.0013159539679302,0.00526381587172081,0.0184233555510228,0.00394786190379061,0.0026319079358604,0,0,0.00528680941052075,0,0.00264340470526038,0.0088813890492473,0,0.00444069452462365,0.00264340470526038,0.00444069452462365,0.0302669412623946,0.0697455603003007,0.184233555510228,0.0236871714227436,0.00460583888775571,0.0264340470526038,0.0355255561969892,0.0713719270420301,0.0666104178693548,0.0740153317472905,0.0710511123939784,0.0185038329368226,0.0266441671477419,0.00528680941052075,0,0.019739309518953,0.0473743428454873,0.184233555510228,0,0,0.0158604282315623,0.0310848616723656,0.0449378799894264,0.0621697233447311,0.0740153317472905,0.0710511123939784,0,0,0,0
"MX","CDMX",2015,12,0.00204024727797009,0.00816098911188036,0.0136016485198006,0.00612074183391027,0.00136016485198006,0,0,0.00803880061094885,0.00925368990885115,0,0.00925368990885115,0.00267960020364962,0.00925368990885115,0,0,0.0292435443175713,0.0782094789888534,0.186342584721268,0.0210825552056909,0.00816098911188036,0.0133980010182481,0.0231342247721279,0.06966960529489,0.087910054134086,0.101824807738685,0.111044278906214,0.0214368016291969,0.0277610697265535,0.00803880061094885,0.00462684495442558,0.0142817309457906,0.0503260995232622,0.186342584721268,0,0.00136016485198006,0.0107184008145985,0.00925368990885115,0.0321552024437954,0.0601489844075325,0.101824807738685,0.111044278906214,0,0,0.00267960020364962,0.00462684495442558
"MX","CDMX",2016,1,0.0033160896670646,0.00795861520095503,0.0198965380023876,0.0112747048680196,0,0.0025999688003744,0.00448249585369134,0.0207997504029952,0,0.00519993760074879,0.0179299834147653,0.0103998752014976,0.00896499170738267,0,0,0.0616792678074015,0.0921872927443958,0.241411327762303,0.0358137684042977,0.0033160896670646,0.0701991576101087,0.053789950244296,0.101398783214601,0.112062396342283,0.140398315220217,0.13447487561074,0.0389995320056159,0.0896499170738267,0.00519993760074879,0.00448249585369134,0.033160896670646,0.0683114471415307,0.241411327762303,0,0,0.0311996256044927,0.026894975122148,0.0727991264104831,0.094132412927518,0.140398315220217,0.13447487561074,0,0,0,0
"MX","CDMX",2016,2,0.00131986194244082,0.00527944776976328,0.0164982742805103,0.00923903359708574,0.00131986194244082,0,0,0.00786864606829985,0.0134740624298226,0.00524576404553323,0.0089827082865484,0.0104915280910665,0.0134740624298226,0,0.0044913541432742,0.0541143396400736,0.0732523378054656,0.228336116042262,0.0191379981653919,0.00131986194244082,0.0472118764097991,0.0763530204356614,0.068194932591932,0.107792499438581,0.0996695168651314,0.143723332584774,0.0236059382048995,0.022456770716371,0.00262288202276662,0,0.0211177910790531,0.051474615755192,0.228336116042262,0,0,0.0262288202276662,0.0494048955760162,0.0472118764097991,0.067370312149113,0.0996695168651314,0.143723332584774,0,0,0,0
"MX","CDMX",2016,3,0.00183263184258914,0.00671965008949352,0.0164936865833023,0.00488701824690438,0.00244350912345219,0.00250846607299636,0,0.0100338642919855,0.0086617583369424,0.00250846607299636,0.0086617583369424,0.00501693214599273,0.0043308791684712,0.00250846607299636,0,0.0433722869412764,0.0788031692313331,0.219915821110697,0.0183263184258914,0.00488701824690438,0.0225761946569673,0.0519705500216544,0.0953217107738618,0.10827197921178,0.158033362598771,0.121264616717194,0.0200677285839709,0.021654395842356,0.0100338642919855,0.0043308791684712,0.0201589502684806,0.0525354461542221,0.219915821110697,0,0,0.0125423303649818,0.0259852750108272,0.0627116518249091,0.0736249458640104,0.158033362598771,0.121264616717194,0,0,0,0
"MX","CDMX",2016,4,0.00240574009586874,0.0108258304314093,0.0156373106231468,0.00962296038347497,0.00180430507190156,0.00247445129042635,0.00427807486631016,0.00989780516170539,0.0299465240641711,0.00989780516170539,0.00427807486631016,0.0049489025808527,0.0128342245989305,0.00247445129042635,0.00427807486631016,0.0366875364619983,0.0775851180917669,0.227943874083563,0.0222530958867859,0.00601435023967186,0.0321678667755425,0.0598930481283422,0.0866057951649222,0.0898395721925134,0.118773661940465,0.106951871657754,0.0296934154851162,0.0213903743315508,0.0148467077425581,0.0128342245989305,0.0180430507190156,0.0565348922529155,0.227943874083563,0,0,0.0173211590329844,0.0299465240641711,0.064335733551085,0.0770053475935829,0.118773661940465,0.106951871657754,0,0,0,0
"MX","CDMX",2016,5,0.000592189026737335,0.00532970124063601,0.0148047256684334,0.0100672134545347,0.00296094513368667,0,0,0.0145060683719356,0,0.00483535612397853,0.0126432906271072,0.0120883903099463,0.00421443020903574,0.0072530341859678,0.00421443020903574,0.0414532318716134,0.0858674088769135,0.241613122908832,0.015989103721908,0.00710626832084802,0.0338474928678497,0.0295010114632502,0.082201054107635,0.096931894807822,0.166819786277259,0.16857720836143,0.0241767806198927,0.016857720836143,0.00967071224795706,0.00842886041807148,0.021318804962544,0.0515204453261481,0.241613122908832,0,0,0.0169237464339249,0.0252865812542144,0.045935883177796,0.0547875927174646,0.166819786277259,0.16857720836143,0,0,0,0
"MX","CDMX",2016,6,0.00538831812630218,0.0095792322245372,0.0173623584069737,0.0137701463227722,0.00119740402806715,0.00484824978182876,0.00852333262305562,0.0145447493454863,0.0127849989345834,0.00484824978182876,0.00852333262305562,0.0218171240182294,0.00426166631152781,0.00242412489091438,0,0.0461000550805853,0.0724429436980626,0.233493785473094,0.0185597624350408,0.00419091409823503,0.0315136235818869,0.0468783294268059,0.0727237467274314,0.0809716599190283,0.128478619218462,0.110803324099723,0.0242412489091438,0.0170466652461112,0.00242412489091438,0.00426166631152781,0.0293363986876452,0.0544818832770553,0.233493785473094,0,0,0.0121206244545719,0.0298316641806947,0.0557548724910307,0.0724483272959727,0.128478619218462,0.110803324099723,0,0,0,0
"MX","CDMX",2016,7,0.00360782898890593,0.0120260966296864,0.0312678512371847,0.0240521932593728,0.00120260966296864,0.0048786437370411,0,0.0195145749481644,0.016869807262452,0.00243932186852055,0.0716966808654211,0.0170752530796439,0.0927839399434861,0.00243932186852055,0.00421745181561301,0.0444965575298398,0.0883918102281952,0.257959772706774,0.0132287062926551,0.00481043865187457,0.0317111842907672,0.0590443254185821,0.0829369435296987,0.189785331702585,0.119526771557507,0.206655138965037,0.021953896816685,0.012652355446839,0.0048786437370411,0,0.0240521932593728,0.0583265686539791,0.257959772706774,0,0,0.0146359312111233,0.0421745181561301,0.0536650811074521,0.130741006284003,0.119526771557507,0.206655138965037,0,0,0,0
"MX","CDMX",2016,8,0.00416354400866017,0.00654271201360884,0.0101114640210318,0.00654271201360884,0.0017843760037115,0.00240975468697287,0,0.0192780374957829,0.00408313257931485,0,0,0,0.0081662651586297,0.00240975468697287,0.00408313257931485,0.0594792001237167,0.0987354722053698,0.272414736566623,0.0190333440395894,0.00594792001237167,0.0506048484264302,0.0694132538483525,0.0650633765482674,0.212322894124372,0.142175526531399,0.249071087338206,0.0216877921827558,0.0326650606345188,0.00481950937394573,0.0244987954758891,0.0279552240581469,0.0725646241509344,0.272414736566623,0,0,0.0192780374957829,0.0244987954758891,0.0481950937394573,0.175574700910539,0.142175526531399,0.249071087338206,0,0,0,0
"MX","CDMX",2016,9,0.000586053108132659,0.00586053108132659,0.0123071152707858,0.0123071152707858,0.00234421243253064,0,0.00417902962932007,0.00483512232859491,0.0167161185172803,0.00241756116429746,0,0.0217580504786771,0.00835805925864014,0.00483512232859491,0,0.0392655582448882,0.0644658418945925,0.216253596900951,0.0210979118927757,0.00879079662198988,0.0290107339715695,0.0417902962932007,0.0483512232859491,0.0961176814743617,0.0991200077361957,0.146266037026203,0.026593172807272,0.00417902962932007,0.0120878058214873,0.0125370888879602,0.0193397525683777,0.0398516113530208,0.216253596900951,0.000586053108132659,0,0.0193404893143797,0.0208951481466004,0.0338458563001644,0.0376112666638806,0.0991200077361957,0.146266037026203,0,0,0,0
"MX","CDMX",2016,10,0.000704532965097437,0.00352266482548718,0.0197269230227282,0.00704532965097437,0.000704532965097437,0.00245869394177813,0,0,0.00866363439462855,0.00491738788355625,0.00433181719731427,0.0122934697088906,0,0,0,0.0366357141850667,0.0662260987191591,0.258563598190759,0.0232495878482154,0.00281813186038975,0.019669551534225,0.0346545375785142,0.0614673485444532,0.0563136235650855,0.100806451612903,0.147281784708685,0.0270456333595594,0.0259909031838856,0,0.00433181719731427,0.0176133241274359,0.0380447801152616,0.258563598190759,0,0,0.00737608182533438,0.0129954515919428,0.0368804091266719,0.0433181719731427,0.100806451612903,0.147281784708685,0,0,0,0
"MX","CDMX",2016,11,0.00277826011460323,0.0138913005730161,0.0118076054870637,0.0090293453724605,0.00347282514325404,0,0,0.0219957474888188,0.00429867171044147,0.00244397194320209,0.0171946868417659,0.00244397194320209,0.0171946868417659,0.00733191582960628,0,0.032644556346588,0.0840423684667477,0.232679284598021,0.0166695606876194,0.00416739017190484,0.0244397194320209,0.0386880453939733,0.0733191582960628,0.0988694493401539,0.122198597160105,0.133258823023686,0.0171078036024146,0.0171946868417659,0.00488794388640418,0.00429867171044147,0.014585865601667,0.0548706372634138,0.232679284598021,0,0.000694565028650807,0.0146638316592126,0.0257920302626488,0.0464354669208398,0.0429867171044147,0.122198597160105,0.133258823023686,0,0,0,0.00429867171044147
"MX","CDMX",2016,12,0.000726966079762718,0.00290786431905087,0.0079966268773899,0.0079966268773899,0.000726966079762718,0.00257294293212577,0,0.00514588586425153,0.00468515742128936,0.00514588586425153,0,0.0128647146606288,0.00468515742128936,0,0,0.0290786431905087,0.0843280652524753,0.279154974628884,0.0189011180738307,0.0109044911964408,0.0205835434570061,0.0421664167916042,0.0823341738280245,0.117128935532234,0.159522461791797,0.229572713643178,0.0154376575927546,0.0234257871064468,0.0128647146606288,0.00937031484257871,0.0196280841535934,0.051614591663153,0.279154974628884,0,0,0.00514588586425153,0.0327961019490255,0.0514588586425153,0.0702773613193403,0.159522461791797,0.229572713643178,0,0,0,0
"MX","CDMX",2017,1,0.00554688854220836,0.0104004160166407,0.0124804992199688,0.0104004160166407,0.00416016640665627,0.00984857811153515,0,0.00984857811153515,0.00890590907066839,0.00246214452788379,0,0.0123107226394189,0.00890590907066839,0.00492428905576757,0,0.0658693014387242,0.0887502166753337,0.270410816432657,0.0180273877621772,0.00693361067776044,0.046780746029792,0.0445295453533419,0.0886372030038163,0.0890590907066839,0.160039394312446,0.129135681524692,0.0221593007509541,0.00890590907066839,0.00492428905576757,0.00445295453533419,0.0339746923210262,0.0554688854220835,0.270410816432657,0,0,0.0270835898067217,0.0133588636060026,0.0517050350855595,0.0489824998886761,0.160039394312446,0.129135681524692,0,0,0,0
"MX","CDMX",2017,2,0.000698114393024441,0.00698114393024441,0.0153585166465377,0.0125660590744399,0.00209434317907332,0,0,0,0.00478057175638206,0.00261944677284158,0.0143417152691462,0.0235750209555742,0.00478057175638206,0.00523889354568315,0,0.0432830923675153,0.0677170961233708,0.253415524667872,0.0216415461837577,0.00767925832326885,0.0209555741827326,0.0334640022946744,0.0392917015926236,0.0669280045893489,0.115255658005029,0.105172578640405,0.0235750209555742,0.0286834305382924,0.00523889354568315,0.00956114351276413,0.0230377749698066,0.0488680075117109,0.253415524667872,0,0.000698114393024441,0.0157166806370495,0.0191222870255283,0.0288139145012573,0.0478057175638206,0.115255658005029,0.105172578640405,0,0,0,0
"MX","CDMX",2017,3,0.00140705355949374,0.0112564284759499,0.0154775891544312,0.0105529016962031,0.00281410711898748,0,0,0.0103484852404729,0.00955109837631328,0.00517424262023646,0.00477554918815664,0.0103484852404729,0.00477554918815664,0.00517424262023646,0,0.0457292406835466,0.0506539281417747,0.259601381726595,0.0112564284759499,0.00703526779746871,0.0155227278607094,0.0429799426934097,0.0543295475124829,0.0477554918815664,0.113833337645202,0.119388729703916,0.0206969704809459,0.00477554918815664,0.00776136393035469,0.00955109837631328,0.0211058033924061,0.0351763389873435,0.259601381726595,0,0,0.00517424262023646,0.0143266475644699,0.0413939409618917,0.0191021967526266,0.113833337645202,0.119388729703916,0,0,0,0
"MX","CDMX",2017,4,0.00365360866928265,0.00584577387085224,0.0138837129432741,0.0138837129432741,0.00438433040313918,0,0.0100195380992936,0.00793524837327408,0.00500976904964681,0.00529016558218272,0,0.00793524837327408,0.0150293071489404,0,0.0100195380992936,0.0394589736282526,0.0796486689903618,0.260136937252925,0.0182680433464132,0.00657649560470877,0.0264508279109136,0.0400781523971745,0.0581918214040099,0.080156304794349,0.142834470718934,0.130253995290817,0.0238057451198223,0,0.00264508279109136,0.0150293071489404,0.023383095483409,0.0533426865715267,0.260136937252925,0,0,0.0158704967465482,0.0150293071489404,0.0370311590752791,0.0651269976454086,0.142834470718934,0.130253995290817,0,0,0,0
"MX","CDMX",2017,5,0.00284667117389603,0.00925168131516208,0.0170800270433762,0.00925168131516208,0.00213500338042202,0,0.00481556390253299,0.00770831727433901,0.00963112780506597,0.00513887818289267,0.00481556390253299,0.00513887818289267,0,0,0,0.0555100878909725,0.0789951250756147,0.270433761520122,0.0213500338042202,0.00640501014126606,0.0282638300059097,0.0529712029278629,0.0513887818289267,0.0963112780506597,0.15416634548678,0.0818645863430608,0.015416634548678,0.0385245112202639,0.00256943909144634,0,0.0284667117389603,0.0526634167170765,0.270433761520122,0,0,0.0102777563657853,0.0288933834151979,0.0359721472802487,0.0674178946354618,0.15416634548678,0.0818645863430608,0,0,0,0
"MX","CDMX",2017,6,0.00434043476688248,0.00434043476688248,0.020978768039932,0.0180851448620103,0.000723405794480414,0,0,0.00516635668526555,0,0,0.0100285814571529,0.00516635668526555,0.00501429072857644,0,0,0.0535320287915506,0.0846384779542084,0.248128187506782,0.0188085506564908,0.0050638405613629,0.0180822483984294,0.0501429072857644,0.0671626369084522,0.0752143609286467,0.0929944203347799,0.105300105300105,0.0206654267410622,0.0300857443714587,0.00258317834263278,0.00501429072857644,0.0325532607516186,0.0564256519694723,0.248128187506782,0,0,0.00774953502789833,0.0250714536428822,0.0309981401115933,0.0551571980143409,0.0929944203347799,0.105300105300105,0,0,0,0
"MX","CDMX",2017,7,0.00215853737507465,0.0129512242504479,0.0179878114589554,0.0143902491671643,0.00215853737507465,0,0.00505765729314182,0.0128959042608068,0.00505765729314182,0.00257918085216135,0.00505765729314182,0.0103167234086454,0.0101153145862836,0.00257918085216135,0,0.0633170963355231,0.116561018254031,0.27413424663448,0.026621960959254,0.00503658720850752,0.0335293510780976,0.0455189156382763,0.0980088723821314,0.0859801739834109,0.128959042608068,0.16690269067368,0.0309501702259362,0.0303459437588509,0.00773754255648406,0,0.0359756229179108,0.0820244202528367,0.27413424663448,0.000719512458358216,0,0.0206334468172908,0.0252882864657091,0.0696378830083565,0.0505765729314182,0.128959042608068,0.16690269067368,0.00257918085216135,0,0,0
"MX","CDMX",2017,8,0.00356399509594275,0.0106919852878282,0.0213839705756565,0.0106919852878282,0.00213839705756565,0,0,0.010233057893525,0.00505842480651525,0.00255826447338126,0.0101168496130305,0.00767479342014377,0.00505842480651525,0.00255826447338126,0,0.0762694950531748,0.100504661705585,0.315057166481339,0.0199583725372794,0.0028511960767542,0.0332574381539564,0.0556426728716678,0.0767479342014377,0.0758763720977288,0.158612397349638,0.146694319388942,0.010233057893525,0.0151752744195458,0,0,0.0406295440937473,0.0662903087845351,0.315057166481339,0,0,0.0204661157870501,0.0303505488390915,0.0460487605208626,0.040467398452122,0.158612397349638,0.146694319388942,0,0,0,0
"MX","CDMX",2017,9,0.00295419229428482,0.0100442538005684,0.017134315306852,0.00886257688285446,0.00531754612971267,0.00218326310503679,0,0.00873305242014715,0.00403486120077469,0.00218326310503679,0.00806972240154939,0.0130995786302207,0.00403486120077469,0.00654978931511036,0.00403486120077469,0.0401770152022735,0.064992230474266,0.21211100672965,0.0301327614017052,0.00531754612971267,0.0218326310503679,0.0161394448030988,0.0502150514158461,0.0484183344092963,0.113529681461913,0.117010974822466,0.0349322096805886,0.0161394448030988,0.00218326310503679,0.00806972240154939,0.0224518614365646,0.0431312074965584,0.21211100672965,0.000590838458856964,0.000590838458856964,0.0152828417352575,0,0.0349322096805886,0.0242091672046482,0.113529681461913,0.117010974822466,0.00218326310503679,0,0,0
"MX","CDMX",2017,10,0.00266755585195065,0.0120040013337779,0.0266755585195065,0.00800266755585195,0.00466822274091364,0,0,0.00484777971688966,0.0236094059873454,0.0169672290091138,0.0188875247898763,0.0072716695753345,0.00944376239493814,0.00242388985844483,0,0.0433477825941981,0.0786928976325442,0.254084694898299,0.0166722240746916,0.0106702234078026,0.0218150087260035,0.0283312871848144,0.0605972464611208,0.066106336764567,0.121194492922242,0.146378317121541,0.0266627884428932,0.00944376239493814,0.00484777971688966,0.0141656435924072,0.0246748916305435,0.0586862287429143,0.254084694898299,0,0,0.0072716695753345,0.00944376239493814,0.0533255768857863,0.0519406931721598,0.121194492922242,0.146378317121541,0,0,0,0
"MX","CDMX",2017,11,0.00213009180695688,0.00639027542087064,0.017750765057974,0.0120705202394223,0.00284012240927584,0,0.00525624178712221,0.00517330574236937,0,0.00517330574236937,0,0.0103466114847387,0.00525624178712221,0.00517330574236937,0,0.0454419585484134,0.0830735804713183,0.255611016834826,0.0156206732510171,0.00852036722782752,0.0258665287118469,0.0315374507227332,0.0646663217796172,0.0630749014454665,0.111226073460942,0.178712220762155,0.0129332643559234,0.026281208935611,0,0.0105124835742444,0.0255611016834826,0.0546723563785599,0.255611016834826,0.00071003060231896,0,0.0103466114847387,0.0210249671484888,0.0362131401965856,0.0473061760840999,0.111226073460942,0.178712220762155,0,0,0,0
"MX","CDMX",2017,12,0.00291992116212862,0.0065698226147894,0.0109497043579823,0.0109497043579823,0.00218994087159647,0,0.00558160303639205,0,0,0.00525085982829688,0,0.0105017196565938,0.00558160303639205,0,0,0.0416088765603329,0.0700781078910869,0.200744579896343,0.0102197240674502,0.0131396452295788,0.0315051589697813,0.0558160303639205,0.0603848880254142,0.0502344273275285,0.0971409068234923,0.117213663764233,0.00787628974244533,0.0111632060727841,0.0131271495707422,0,0.0204394481349004,0.0408788962698007,0.200744579896343,0.000729980290532156,0,0.00787628974244533,0.0334896182183523,0.0367560187980782,0.0223264121455682,0.0971409068234923,0.117213663764233,0,0,0,0
"MX","CDMX",2018,1,0.00494406147587298,0.0105944174482992,0.0141258899310657,0.0148321844276189,0.00353147248276641,0.00254265300414452,0,0.0127132650207226,0.0053835800807537,0.00508530600828905,0.0107671601615074,0.0152559180248671,0.0161507402422611,0,0,0.064979093682902,0.079811278110521,0.284636682110973,0.0268391908690248,0.0113007119448525,0.0406824480663124,0.0430686406460296,0.0686516311119022,0.0753701211305518,0.124589997203082,0.193808882907133,0.0152559180248671,0.0376850605652759,0.0101706120165781,0.0107671601615074,0.0247203073793649,0.0557972652277093,0.284636682110973,0,0,0.0127132650207226,0.0215343203230148,0.0406824480663124,0.053835800807537,0.124589997203082,0.193808882907133,0,0,0,0
"MX","CDMX",2018,2,0.00629058299725311,0.0104843049954219,0.0202696563244823,0.00768849032997603,0.000698953666361457,0.00253916664550694,0,0.0126958332275347,0.0106763465542092,0,0.0160145198313137,0.00507833329101389,0.00533817327710458,0,0,0.0594110616407238,0.0782828106324832,0.270495068881884,0.0111832586617833,0.00698953666361457,0.0279308331005764,0.0533817327710458,0.0660183327831806,0.0854107724336732,0.129497498920854,0.12811615865051,0.00761749993652083,0.00533817327710458,0.00253916664550694,0.00533817327710458,0.0307539613199041,0.039840358982603,0.270495068881884,0,0,0.0101566665820278,0.037367212939732,0.0406266663281111,0.0320290396626274,0.129497498920854,0.12811615865051,0,0,0,0
"MX","CDMX",2018,3,0.00343463208221135,0.00686926416442271,0.017860086827499,0.0109908226630763,0,0,0.0052792735719565,0.0100452034153692,0,0.00502260170768458,0,0.00753390256152687,0.021117094287826,0,0,0.058388745397593,0.0673187888113425,0.255536626916525,0.01511238116173,0.00549541133153817,0.0251130085384229,0.0686305564354345,0.060271220492215,0.0580720092915215,0.150678051230537,0.158378207158695,0.0100452034153692,0.0158378207158695,0,0,0.0336593944056713,0.0446502170687476,0.255536626916525,0,0,0.0226017076845806,0.052792735719565,0.0477147162230035,0.0369549150036955,0.150678051230537,0.158378207158695,0,0,0,0
"MX","CDMX",2018,4,0.0026812347085833,0.0100546301571874,0.0180983342829373,0.0160874082514998,0.00201092603143748,0,0.00520237228176048,0.00490172050389687,0.00520237228176048,0.00490172050389687,0.00520237228176048,0.00245086025194843,0.0208094891270419,0,0,0.0482622247544994,0.0784261152260616,0.270804705566914,0.0134061735429165,0.00670308677145826,0.0220577422675359,0.0416189782540839,0.0637223665506593,0.0676308396628863,0.132346453605215,0.176880657579856,0.00490172050389687,0.010404744563521,0.00490172050389687,0.0208094891270419,0.0281529644401247,0.0469216074002078,0.270804705566914,0,0,0.0073525807558453,0.0260118614088024,0.0416646242831234,0.0364166059723234,0.132346453605215,0.176880657579856,0,0,0,0
"MX","CDMX",2018,5,0.00261848651479445,0.0111285676878764,0.0196386488609584,0.020293270489657,0.00196386488609584,0.00720097933318931,0,0.00480065288879288,0.0101527996344992,0.00480065288879288,0.0101527996344992,0.0168022851107751,0.0101527996344992,0.00240032644439644,0,0.0484420005236973,0.0851008117308196,0.281487300340403,0.0163655407174653,0.00654621628698612,0.0144019586663786,0.0406111985379968,0.0816110991094789,0.0406111985379968,0.146419913108183,0.197979592872735,0.0168022851107751,0.0101527996344992,0.0120016322219822,0,0.0248756218905473,0.0549882168106834,0.281487300340403,0,0,0.00480065288879288,0.00507639981724961,0.0528071817767216,0.025381999086248,0.146419913108183,0.197979592872735,0,0,0,0
"MX","CDMX",2018,6,0.00515493810852433,0.0193310179069663,0.0257746905426217,0.0148204470620075,0.00386620358139325,0.00471909582124065,0,0.0165168353743423,0.0203066301147325,0.0188763832849626,0.0152299725860493,0.0094381916424813,0.0101533150573662,0.00707864373186098,0,0.0657254608836853,0.0972994567983968,0.222306705930112,0.0193310179069663,0.00902114168991759,0.0306741228380642,0.045689917758148,0.0684268894079894,0.0659965478728805,0.106179655977915,0.14722306833181,0.0188763832849626,0,0.00471909582124065,0.0253832876434156,0.0412395048681947,0.0599261555115954,0.222306705930112,0,0,0.0212359311955829,0.0253832876434156,0.0448314103017862,0.0406132602294649,0.106179655977915,0.14722306833181,0,0,0,0
